Perfect_X	Perfect_Y	D62_X	D62_Y	D72_X	D72_Y	P187_X	P187_Y	P212_X	P212_Y	P387_X	P387_Y
		1.135	0.255415
		1.136	0.255474
		1.137	0.255531
		1.138	0.25559
		1.139	0.255647
		1.14	0.255704
		1.141	0.255763
		1.142	0.25582
		1.143	0.255878
		1.144	0.255936
		1.145	0.255994
		1.146	0.256051
		1.147	0.25611
		1.148	0.256166
		1.149	0.256223
		1.15	0.256279
		1.151	0.256336
		1.152	0.256392
		1.153	0.256449
		1.154	0.256506
		1.155	0.256564
		1.156	0.25662
		1.157	0.256676
		1.158	0.256733
		1.159	0.25679
		1.16	0.256846
		1.161	0.256902
		1.162	0.256958
		1.163	0.257015
		1.164	0.25707
		1.165	0.257127
		1.166	0.257183
		1.167	0.25724
		1.168	0.257294
		1.169	0.25735
		1.17	0.257406
		1.171	0.257461
		1.172	0.257517
		1.173	0.257572
		1.174	0.257627
		1.175	0.257681
		1.176	0.257736
		1.177	0.257792
		1.178	0.257847
		1.179	0.257901
		1.18	0.257957
		1.181	0.258013
		1.182	0.258066
		1.183	0.258121
		1.184	0.258175
		1.185	0.25823
		1.186	0.258284
		1.187	0.258338
		1.188	0.258392
		1.189	0.258446
		1.19	0.258501
		1.191	0.258554
		1.192	0.258607
		1.193	0.258662
		1.194	0.258714
		1.195	0.258768
		1.196	0.258824
		1.197	0.258876
		1.198	0.258929
		1.199	0.258982
		1.2	0.259037
		1.201	0.25909
		1.202	0.259143
		1.203	0.259195
		1.204	0.259248
		1.205	0.259302
		1.206	0.259354
		1.207	0.259407
		1.208	0.259459
		1.209	0.259512
		1.21	0.259566
		1.211	0.259618
		1.212	0.25967
		1.213	0.259723
		1.214	0.259776
		1.215	0.259829
		1.216	0.259882
		1.217	0.259933
		1.218	0.259985
		1.219	0.260037
		1.22	0.260089
		1.221	0.260141
		1.222	0.260193
		1.223	0.260245
		1.224	0.260296
		1.225	0.260348
		1.226	0.260397
		1.227	0.260449
		1.228	0.260502
		1.229	0.260552
		1.23	0.260604
		1.231	0.260654
		1.232	0.260705
		1.233	0.260756
		1.234	0.260808
		1.235	0.260859
		1.236	0.260911
		1.237	0.26096
		1.238	0.261011
		1.239	0.261061
		1.24	0.261112
		1.241	0.261162
		1.242	0.261214
		1.243	0.261263
		1.244	0.261313
		1.245	0.261363
		1.246	0.261414
		1.247	0.261462
		1.248	0.261513
		1.249	0.261562
		1.25	0.261614
		1.251	0.261662
		1.252	0.261713
		1.253	0.261762
		1.254	0.26181
		1.255	0.261861
		1.256	0.261909
		1.257	0.261959
		1.258	0.262008
		1.259	0.262059
		1.26	0.262107
		1.261	0.262156
		1.262	0.262205
		1.263	0.262253
		1.264	0.262302
		1.265	0.262351
		1.266	0.2624
		1.267	0.26245
		1.268	0.262498
		1.269	0.262546
		1.27	0.262595
		1.271	0.262644
		1.272	0.262692
		1.273	0.26274
		1.274	0.262789
		1.275	0.262836
		1.276	0.262884
		1.277	0.262932
		1.278	0.26298
		1.279	0.263029
		1.28	0.263077
		1.281	0.263124
		1.282	0.263172
		1.283	0.263219
		1.284	0.263267
		1.285	0.263315
		1.286	0.263361
		1.287	0.26341
		1.288	0.263457
		1.289	0.263504
		1.29	0.263552
		1.291	0.263599
		1.292	0.263644
		1.293	0.263693
		1.294	0.263739
		1.295	0.263785
		1.296	0.263834
		1.297	0.263879
		1.298	0.263925
		1.299	0.263974
		1.3	0.264021
		1.301	0.264067
		1.302	0.264114
		1.303	0.264161
		1.304	0.264206
		1.305	0.264252
		1.306	0.264298
		1.307	0.264345
		1.308	0.264391
		1.309	0.264437
		1.31	0.264483
		1.311	0.264528
		1.312	0.264574
		1.313	0.264621
		1.314	0.264667
		1.315	0.264713
		1.316	0.264759
		1.317	0.264805
		1.318	0.26485
		1.319	0.264895
		1.32	0.264942
		1.321	0.264986
		1.322	0.265031
		1.323	0.265076
		1.324	0.265122
		1.325	0.265166
		1.326	0.265211
		1.327	0.265255
		1.328	0.265302
		1.329	0.265346
		1.33	0.26539
		1.331	0.265436
		1.332	0.265482
		1.333	0.265526
		1.334	0.26557
		1.335	0.265614
		1.336	0.26566
		1.337	0.265704
		1.338	0.265748
		1.339	0.265792
		1.34	0.265836
		1.341	0.265881
		1.342	0.265924
		1.343	0.265968
		1.344	0.266012
		1.345	0.266056
		1.346	0.266099
		1.347	0.266143
		1.348	0.266187
		1.349	0.266231
		1.35	0.266275
		1.351	0.266318
		1.352	0.266363
		1.353	0.266406
		1.354	0.266449
		1.355	0.266492
		1.356	0.266536
		1.357	0.266578
		1.358	0.266622
		1.359	0.266665
		1.36	0.266708
		1.361	0.266752
		1.362	0.266794
		1.363	0.266837
		1.364	0.266879
		1.365	0.266922
		1.366	0.266965
		1.367	0.267009
		1.368	0.26705
		1.369	0.267093
		1.37	0.267135
		1.371	0.267178
		1.372	0.267219
		1.373	0.267263
		1.374	0.267306
		1.375	0.267347
		1.376	0.267389
		1.377	0.267431
		1.378	0.267473
		1.379	0.267516
		1.38	0.267559
		1.381	0.267601
		1.382	0.267642
		1.383	0.267684
		1.384	0.267725
		1.385	0.267768
		1.386	0.26781
		1.387	0.267851
		1.388	0.267893
		1.389	0.267935
		1.39	0.267976
		1.391	0.268017
		1.392	0.268058
		1.393	0.268101
		1.394	0.268141
		1.395	0.268183
		1.396	0.268223
		1.397	0.268264
		1.398	0.268305
		1.399	0.268346
		1.4	0.268387
		1.401	0.268429
		1.402	0.268469
		1.403	0.26851
		1.404	0.268551
		1.405	0.268592
		1.406	0.268633
		1.407	0.268672
		1.408	0.268713
		1.409	0.268753
		1.41	0.268795
		1.411	0.268834
		1.412	0.268874
		1.413	0.268915
		1.414	0.268955
		1.415	0.268995
		1.416	0.269034
		1.417	0.269075
		1.418	0.269114
		1.419	0.269155
		1.42	0.269196
		1.421	0.269235
		1.422	0.269275
		1.423	0.269315
		1.424	0.269355
		1.425	0.269395
		1.426	0.269434
		1.427	0.269474
		1.428	0.269513
		1.429	0.269552
		1.43	0.269593
		1.431	0.269632
		1.432	0.269671
		1.433	0.26971
		1.434	0.26975
		1.435	0.269788
		1.436	0.269827
		1.437	0.269866
		1.438	0.269905
		1.439	0.269944
		1.44	0.269982
		1.441	0.270022
		1.442	0.27006
		1.443	0.2701
		1.444	0.270138
		1.445	0.270177
		1.446	0.270216
		1.447	0.270254
		1.448	0.270292
		1.449	0.270331
		1.45	0.27037
		1.451	0.270408
		1.452	0.270445
		1.453	0.270484
		1.454	0.270522
		1.455	0.270561
		1.456	0.270599
		1.457	0.270637
		1.458	0.270676
		1.459	0.270713
		1.46	0.27075
		1.461	0.270789
		1.462	0.270826
		1.463	0.270865
		1.464	0.270902
		1.465	0.270939
		1.466	0.270977
		1.467	0.271015
		1.468	0.271052
		1.469	0.27109
		1.47	0.271127
		1.471	0.271164
		1.472	0.271202
		1.473	0.271239
		1.474	0.271276
		1.475	0.271316
		1.476	0.271353
		1.477	0.271389
		1.478	0.271427
		1.479	0.271464
		1.48	0.271501
		1.481	0.271537
		1.482	0.271574
		1.483	0.271611
		1.484	0.271648
		1.485	0.271685
		1.486	0.271721
		1.487	0.271758
		1.488	0.271794
		1.489	0.271832
		1.49	0.271867
		1.491	0.271904
		1.492	0.271941
		1.493	0.271977
		1.494	0.272013
		1.495	0.272049
		1.496	0.272086
		1.497	0.272122
		1.498	0.272158
		1.499	0.272195
		1.5	0.272232
		1.501	0.272267
		1.502	0.272303
		1.503	0.272338
		1.504	0.272376
		1.505	0.272411
		1.506	0.272447
		1.507	0.272482
		1.508	0.272519
		1.509	0.272554
		1.51	0.27259
		1.511	0.272624
		1.512	0.27266
		1.513	0.272696
		1.514	0.272732
		1.515	0.272767
		1.516	0.272802
		1.517	0.272837
		1.518	0.272873
		1.519	0.272908
		1.52	0.272943
		1.521	0.272978
		1.522	0.273013
		1.523	0.273049
		1.524	0.273083
		1.525	0.273118
		1.526	0.273153
		1.527	0.273188
		1.528	0.273223
		1.529	0.273259
		1.53	0.273293
		1.531	0.273327
		1.532	0.273361
		1.533	0.273397
		1.534	0.273433
		1.535	0.273467
		1.536	0.273501
		1.537	0.273535
		1.538	0.273569
		1.539	0.273605
		1.54	0.27364
		1.541	0.273674
		1.542	0.273708
		1.543	0.273741
		1.544	0.273775
		1.545	0.273809
		1.546	0.273844
		1.547	0.273879
		1.548	0.273913
		1.549	0.273946
		1.55	0.27398
		1.551	0.274014
		1.552	0.274048
		1.553	0.274081
		1.554	0.274115
		1.555	0.274149
		1.556	0.274183
		1.557	0.274217
		1.558	0.27425
		1.559	0.274283
		1.56	0.274317
		1.561	0.274351
		1.562	0.274385
		1.563	0.274419
		1.564	0.274452
		1.565	0.274486
		1.566	0.274518
		1.567	0.274551
		1.568	0.274584
		1.569	0.274617
		1.57	0.274651
		1.571	0.274684
		1.572	0.274717
		1.573	0.274751
		1.574	0.274783
		1.575	0.274816
		1.576	0.274849
		1.577	0.274882
		1.578	0.274915
		1.579	0.274947
		1.58	0.274979
		1.581	0.275012
		1.582	0.275045
		1.583	0.275078
		1.584	0.27511
		1.585	0.275143
		1.586	0.275176
		1.587	0.275208
		1.588	0.27524
		1.589	0.275272
		1.59	0.275305
		1.591	0.275338
		1.592	0.275369
		1.593	0.275401
		1.594	0.275434
		1.595	0.275465
		1.596	0.275498
		1.597	0.275531
		1.598	0.275562
		1.599	0.275594
		1.6	0.275627
		1.601	0.275658
		1.602	0.27569
		1.603	0.275721
		1.604	0.275753
		1.605	0.275785
		1.606	0.275817
		1.607	0.275849
		1.608	0.27588
		1.609	0.275912
		1.61	0.275943
		1.611	0.275974
		1.612	0.276006
		1.613	0.276037
		1.614	0.27607
		1.615	0.276101
		1.616	0.276132
		1.617	0.276163
		1.618	0.276195
		1.619	0.276226
		1.62	0.276257
		1.621	0.276288
		1.622	0.276319
		1.623	0.27635
		1.624	0.276381
		1.625	0.276412
		1.626	0.276443
		1.627	0.276474
		1.628	0.276505
		1.629	0.276536
		1.63	0.276567
		1.631	0.276597
		1.632	0.276628
		1.633	0.276659
		1.634	0.276689
		1.635	0.27672
		1.636	0.27675
		1.637	0.27678
		1.638	0.276812
		1.639	0.276842
		1.64	0.276874
		1.641	0.276904
		1.642	0.276934
		1.643	0.276965
		1.644	0.276995
		1.645	0.277024
		1.646	0.277055
		1.647	0.277085
		1.648	0.277116
		1.649	0.277147
		1.65	0.277176
		1.651	0.277206
		1.652	0.277237
		1.653	0.277266
		1.654	0.277296
		1.655	0.277327
		1.656	0.277356
		1.657	0.277386
		1.658	0.277415
		1.659	0.277446
		1.66	0.277475
		1.661	0.277505
		1.662	0.277535
		1.663	0.277564
		1.664	0.277594
		1.665	0.277623
		1.666	0.277653
		1.667	0.277682
		1.668	0.277712
		1.669	0.277741
		1.67	0.277771
		1.671	0.2778
		1.672	0.277829
		1.673	0.277858
		1.674	0.277887
		1.675	0.277917
		1.676	0.277946
		1.677	0.277975
		1.678	0.278004
		1.679	0.278033
		1.68	0.278063
		1.681	0.278092
		1.682	0.27812
		1.683	0.278149
		1.684	0.278178
		1.685	0.278208
		1.686	0.278236
		1.687	0.278265
		1.688	0.278293
		1.689	0.278322
		1.69	0.278351
		1.691	0.278379
		1.692	0.278409
		1.693	0.278437
		1.694	0.278465
		1.695	0.278494
		1.696	0.278522
		1.697	0.278551
		1.698	0.278579
		1.699	0.278608
		1.7	0.278636
		1.701	0.278665
		1.702	0.278693
		1.703	0.278721
		1.704	0.278749
		1.705	0.278777
		1.706	0.278805
		1.707	0.278833
		1.708	0.278861
		1.709	0.27889
		1.71	0.278918
		1.711	0.278946
		1.712	0.278974
		1.713	0.279002
		1.714	0.27903
		1.715	0.279057
		1.716	0.279085
		1.717	0.279113
		1.718	0.279141
		1.719	0.279168
		1.72	0.279196
		1.721	0.279224
		1.722	0.279251
		1.723	0.27928
		1.724	0.279307
		1.725	0.279335
		1.726	0.279362
		1.727	0.27939
		1.728	0.279417
		1.729	0.279444
		1.73	0.279472
		1.731	0.279499
		1.732	0.279526
		1.733	0.279554
		1.734	0.279581
		1.735	0.279609
		1.736	0.279636
		1.737	0.279663
		1.738	0.279691
		1.739	0.279718
		1.74	0.279745
		1.741	0.279772
		1.742	0.279799
		1.743	0.279826
		1.744	0.279853
		1.745	0.279879
		1.746	0.279906
		1.747	0.279933
		1.748	0.27996
		1.749	0.279987
		1.75	0.280013
		1.751	0.28004
		1.752	0.280067
		1.753	0.280094
		1.754	0.28012
		1.755	0.280147
		1.756	0.280173
		1.757	0.2802
		1.758	0.280226
		1.759	0.280253
		1.76	0.280279
		1.761	0.280306
		1.762	0.280332
		1.763	0.280359
		1.764	0.280385
		1.765	0.280411
		1.766	0.280437
		1.767	0.280464
		1.768	0.28049
		1.769	0.280516
		1.77	0.280542
		1.771	0.280568
		1.772	0.280594
		1.773	0.28062
		1.774	0.280646
